detik.com,,"Ada dua pulau yang terpisah 3 km tapi punya perbedaan waktu 21 jam. Inilah Yesterday dan Tomorrow Island di utara Bumi yang unik juga memilukan.Sebenarnya, nama asli Yesterday dan Tomorrow Island tersebut adalah Little Diomede Island dan Big Diomede Island. Dua pulau itu merupakan bagian dari Kepulauan Diomede yang berada di utara Bumi. Tepatnya di perbatasan antara Siberia di Rusia dan Alaska di AS, yang ada di tengah-tengah Selat Bering.Dalam informasi yang dirangkum detikTravel dari berbagai sumber, Senin (13/2/2017) Yesterday dan Tomorrow Island pertama kali ditemukan pada penjelajah Rusia, Semyon Dezhnyov di tahun 1400-an. Namun faktanya, orang-orang Eskimo sudah menetap di sana dari 3000 tahun silam!Seiring berjalan waktu, AS membeli Kepulauan Diomede dari Rusia di tahun 1648 saat memetakan negaranya. AS mendapat Little Diomede Island, sedangkan Rusia tetap memiliki Big Diomede Island. Jarak antara Little Diomede Island dan Big Diomede Island hanya terpisah lautan sepanjang 3 kilometer. Menariknya, karena dibatasi oleh International Date Line kedua pulau kecil tersebut memiliki perbedaan waktu 21 jam!Inilah Kepulauan Diomede yang punya dua pulau dan milik dua negara berbeda, AS dan Rusia (Umair Arbi/Facebook)Wilayahnya hampir selalu tertutup es dan salju (Sue Steinacher/BBC)International Date Line adalah suatu garis khayal di permukaan bumi yang berfungsi untuk mengimbangi penambahan waktu ketika seseorang bepergian menuju arah timur melalui berbagai zona waktu. Maka artinya, waktu di Big Diomede Island di Rusia lebih cepat 21 jam dibanding Little Diomede Island di AS.Apakah ada penduduk yang tinggal di sana?Jawabannya ada, situs BBC pun pernah mengulas kehidupan orang-orang di Little Diomede Island dan Big Diomede Island. Penghuninya adalah orang Yupik Eskimo (orang-orang Eskimo yang menempati wilayah Alaska dan sekitarnya) tapi jumlahnya tidak banyak-banyak amat, tak sampai angka 100. Kebanyakan tinggal di Little Diomede Island, sedangkan di Big Diomede Island lebih banyak penjaga pasukan perbatasan dan stasiun cuaca Rusia.Berada di dekat Lingkar Arktik atau Lingkar Kutub Utara, maka cuaca di sana sangat ekstrem dan selalu tertutup salju. Tapi toh, orang-orang Eskimo yang menetap di sana masih dapat hidup dengan baik. Mereka memancing ikan karena lautannya sangat kaya dengan sumber daya alam.Para penduduk di Little Diomede Island yang hidup dengan berburu (Robert Soolook/Facebook)Perumahan di Little Diomede Island (Robert Soolook/Facebook) Foto: undefinedFakta menarik, penduduk di kedua pulaunya sebenarnya adalah saudara. Mereka sama-sama keturunan Eskimo dan begitu mudah berlayar menyebrang antar pulau. Namun sejak Perang Dingin antara AS dan Rusia, keamanan lebih diperketat. Apalagi, ada desas-desus kalau ditemukan sumber minyak bumi yang melimpah di sana.Kami tahu, kami punya saudara di sana. Generasi tua kami sekarat, sekarang tinggal yang muda-muda. Bahasa asli kami telah hilang, semuanya memakai bahasa Inggris sedangkan di sana memakai bahasa Rusia. Ini mengerikan, ini bukan salah kami, keluh Frances Ozenna, pemimpin Eskimo di Little Diomede Island.Anak-anak kecil di Little Diomede Island, di seberang sana adalah tempat tinggal saudara mereka (Robert Soolook/Facebook)Cara menuju ke Little Diomede Island bisa naik pesawat perintis dari Alaska (3otiko/Google Maps)BBC mencatat, 80 orang Eskimo tinggal di Little Diomede Island dan sekitar 20 orang menetap di Big Diomede Island. Sayang beribu sayang, izin yang ketat dan sulit membuat mereka tidak bisa saling mengunjungi. Hanya bisa bertatap-tatapan dari kejauhan dengan teleskop, melihat pulau yang di situlah tempat saudara mereka tinggal.Orang-orang Eskimo di sana juga sebenarnya tidak setuju dengan adanya perbatasan antara Little Diomede Island dan Big Diomede Island. Namun mau bagaimana lagi, mereka tak punya kuasa di tanah mereka sendiri.Kami di sini sudah hidup ribuan tahun. Jauh sebelum Inggris, AS dan Rusia datang, jauh sebelum pemerintah dan peraturan negara ada. Mereka memisahkan kita, memisahkan keluarga kita. Perbatasan ini (antara Little Diomede Island dan Big Diomede Island) sungguh menyakitkan hati, ujar salah seorang penduduk Little Diomede Island, Robert Soolook.Habya bisa melihat saudara dari jauh dengan teleskop (BBC) (aff/aff)",1
intelijen.co.id,Afganistan Bisa Menjadi Tempat Perlindungan ISIS,"Afganistan dalam bahaya. Negara itu dapat berubah menjadi tempat perlindungan para ekstremis Islam saat Barat menarik pasukannya dan menggeser perhatiannya ke tempat lain. Seorang mantan pejabat senior CIA memperingatkan hal itu, Selasa (10/2/2015) waktu AS.Negara itu bahkan dapat menjadi tempat perlindungan bagi para militan Negara Islam atau ISIS yang sekarang berperang di Suriah dan Irak, kata Robert Grenier, mantan Kepala Stasiun CIA di Islamabad dan penulis sebuah buku baru.Memoarnya yang berjudul 88 Days to Kandahar mengisahkan pengalamannya yang mengerikan saat berperan dalam menggulingkan rezim Taliban di Afganistan pada 2001 setelah serangan 11 September.Grenier mengemukakan bahaya bahwa Afganistan bisa menjadi tempat perlindungan bagi kelompok militan ISIS, dalam sebuah acara yang diselenggarakan lembaga think tank New America. Dia mengatakan, Taliban Afganistan tidak akan siap untuk menolak sekutunya di Taliban Pakistan atau kelompok ekstremis lainnya, seperti Negara Islam atau ISIS, jika mereka meminta perlindungan. Ada sejumlah kelompok di Pakistan yang punya dedikasi untuk menyerang rezim di Islamabad. Mereka tidak akan pergi, katanya.Menurut Grenier, Taliban cenderung melihat hal-hal dalam pandangan hitam dan putih, menentukan keputusan melalui pertanyaan, Apakah itu dibolehkan oleh Islam atau tidak, dan mereka tidak akan menolak orang-orang yang secara ideologis bersekutu dengan mereka di seberang perbatasan. Saya juga tidak percaya mereka akan berpaling dari teroris internasional, jika sekali lagi mereka kembali ke wilayah itu dalam jumlah yang signifikan.Menyasar pemimpin TalibanBuku Grenier menggambarkan bagaimana pesawat AS gagal menghabisi pemimpin Taliban, Mullah Omar, pada 2001, dan bagaimana Hamid Karzai hampir tewas secara tidak sengaja dalam sebuah serangan bom Amerika. Dia juga menjelaskan tawaran terakhir untuk menegosiasikan kesepakatan dengan orang nomor dua Taliban, beberapa hari setelah serangan 9/11. Saat itu, Grenier berusaha membujuk orang itu di sebuah hotel di Pakistan untuk memutuskan hubungan dengan Omar dan melakukan kudeta. Upaya tersebut gagal.Mantan perwira CIA itu mengatakan, ia skeptis bahwa sejumlah upaya untuk menengahi pembicaraan damai dengan Taliban akan berhasil karena para pemberontak masih yakin bahwa mereka dapat menggulingkan pemerintah dan mengambil kembali kekuasaan di Kabul. Dia juga mengatakan, kelompok itu tidak cocok untuk kekuasaan politik atau mengambil bagian dalam politik parlemen.Grenier, yang naik ke posisi senior lainnya di CIA sebelum meninggalkan lembaga itu tahun 2006, mengatakan, bukunya menceritakan bagaimana Amerika dengan cepat memenangkan apa yang ia sebut perang Amerika-Afganistan pertama tahun 2001, dan bagaimana kami kalah, atau setidaknya tidak menang, dalam perang Amerika-Afganistan kedua.Buku itu berakhir dengan peringatan tentang bagaimana kesalahan masa lalu belum dapat ditinjau ulang ketika kami sekali lagi mungkin terlibat dapa apa yang disebutnya sebagai perang Amerika-Afganistan ketiga.Grenier mengatakan, ia takut bahwa Amerika Serikat dan pemerintah Barat lainnya akan gagal menyalurkan bantuan keuangan ke Kabul setelah tentara mereka pergi dan meninggalkan Pemerintah Afganistan.Bukunya menawarkan pandangan yang sangat suram tentang warisan yang ditinggalkan setelah perang lebih dari satu dekade melawan gerilyawan Taliban di negeri itu.(kompas)ISIS Lakukan 17 Bom Bunuh Diri untuk Loloskan Al-Baghdadi dari MosulISIS: Donald Trump Idiot, AS Telah TenggelamISIS Eksekusi Bayi karena Ayahnya Kabur dari Medan PerangISIS Paksa Anak Muda di Mosul Bertempur Lawan Tentara IrakISIS Klaim Komandan Asal Indonesia Bahrumsyah Tak Tewas di Suriah*",0
intelijen.co.id,"Ahmad Dhani: Banyak Kawin, Ciri Lelaki Sehat dan Kuat","Ahmad Dhani (ist)intelijen Bagi musisi kondang Ahmad Dhani, lelaki poligami atau memiliki lebih dari satu istri merupakan ciri lelaki yang sehat dan kuat. Dalam hal ini Dhani tidak mempersoalkan nikah resmi ataupun nikah siri.Itu DNAkawin banyak itu ciri lelaki sehat dan kuat, jawab Ahmad Dhani melalui akun Twitter AHMADDHANIPRAST menjawab pernyataan lunadmoona.lunadmoona, sebelumnya menulis: Poligami  nikah siri tersembunyi jg contoh laki2 baNGED. Contoh ya, nak.Kicauan lunadmoona itu mengomentari pernyataan Ahmad Dhani yang menasehati sang anak, AQJ. Ahmad Dhani meminta AQJ menghadapi persidangan kasus kecelakaan maut AQJ, secara laki-laki.Sebelumnya, Kejaksaan Tinggi DKI Jakarta menyatakan berkas perkara kasus kecelakaan maut yang melibatkan AQJ, putra bungsu musisi Ahmad Dhani, siap disidangkan. AQJ dijerat dengan Pasal 310 Ayat (4) jo Pasal 287 Ayat (5) jo Pasal 281 Undang-Undang Lalu Lintas dan Angkutan Jalan Nomor 22 Tahun 2009, tentang kelalaian yang mengakibatkan orang lain meninggal.*",0
gemarakyat.id,"Politisi PBB: Ishomuddin Sadar Diri dan Minta Ampun ke Allah, atau Mau Murtad?","Ahmad Ishomuddin yang duduk di lembaga MUI mendadak terkenal karena menjadi saksi terdakwa penoda agama, Ahok. Terkenalnya nama Ishomuddin itu pun disambut beberapa tokoh, terlebih paska soal ucapannya di persidangan beberapaa waktu lalu itu untuk meringankan Ahok, Cagub DKI Jakarta.Ishomuddin misalnya saja diminta oleh politisi PBB agar bertaubat atas ucapannya. Ia juga diminta oleh politisi ini agar meminta maaf secara terbuka.Apabila tidak berkenan dengan dua hal tersebut, maka politisi nampak menyarankan Ishomuddin keluar dari Islam dan mengganti namanya.Ishomuddin bersegeralah sadar diri. Minta ampun pada Allah al-khaliq serta mohon maaf terbuka. Atau memang mau murtad, ubah nama jadi ishomudun, tulis MS Kaban, melalui akun Twitter pribadinya.Ia berharap ucapan Ishomuddin itu segera cepat selesai. Kalau bisa ia berharap hal itu dapat diselesaikan melalui pernyataan Majelis Ulama Indonesia (MUI), di mana Ishomuddin juga duduk di sana.Ucapan Ishomuddin tentang ayat Al-Quran semoga cukup dengan bantahan MUI.Bagi Kaban, mengingatkan sesame muslim adalah hal biasa. Bahkan jika seseorang itu murtad pun sudah ada landasan hukumnya.Syeikh Siti Jenar dihukum untuk menyelamatkan umat zamannya. Orang murtad ada hukumnya. Sesama muslim bolehlah mengingatkan.",0
gemarakyat.id,"Kiyai NU Saksi Ahok Dipecat, Didemo Pula di Kampung Halamannya","Ahmad Ishomuddin, kiyai NU yang menjadi saksi meringankan Ahok dalam sidang penistaan agama, akhirnya dipecat dari kepengurusan Majelis Ulama Indonesia (MUI).Ishomuddin yang menjadi ahli meringankan pada persidangan perkara penodaan agama dengan terdakwa Basuki T Purnama alias, sebelumnya duduk di Komisi Fatwa MUI.Wakil Ketua Umum MUI Zainut Tauhid Saadi mengatakan, Ishomuddin diberhentikan pada Selasa lalu (21/3). Keputusan itu diambil dalam rapat pimpinan MUI.Pemberhentian Pak Ishomuddin sebagai pengurus MUI bukan semata karena menjadi saksi ahli dugaan penodaan agama di Pengadilan Negeri Jakarta Utara, tetapi karena ketidakaktifan beliau selama menjabat sebagai wakil ketua Komisi Fatwa MUI, kata Zainut saat dihubungi, Jumat (24/3).Zainut menjelaskan, Dewan Pimpinan MUI secara berkala memang evaluasi atas kepengurusan yang terbentuk dari hasil musyawarah nasional pada 2015 silam.Evaluasi itu untuk memastikan semua anggota dan pengurus MUI melaksanakan amanat dan tugas sesuai dengan tanggung jawabnya.Dari evaluasi itu, pemberhentian Ishomuddin dari kepengurusan MUI bukan semata-mata karena ketidakaktifannya. Sebab, wakil rais syuriah PBNU itu juga dianggap melanggar disiplin organisasi.Jadi bukan hanya terhadap Pak Ishomuddin semata. Kriteria ketidakaktifan itu dinilai dari kehadiran dalam rapat-rapat dan kegiatan MUI lainnya, terangnya.Tak hanya dipecat dari kepengurusan MUI, Ishomuddin juga didemo di kampung halamannya di Lampung. Dosen Institut Agama Islam Negeri (IAIN) Raden Intan Lampung itu dikecam sejumlah umat Islam di Lampung.Aksi demonstrasi digelar Jumat (24/3) kemarin. Massa yang tergabung dalam Solidaritas Muslim Lampung memusatkan aksi di Tugu Adipura, Bandarlampung.Amir Faisal Sanjaya, koordinator lapangan aksi menyatakan, Solidaritas Muslim Lampung merupakan elemen gabungan dari berbagai perwakilan organisasi. Massa melakukan long march dari Masjid Taqwa menuju Tugu Adipura. Selanjutnya, mereka melakukan orasi. Massa juga bakal menggalang pengumpulan koin sebagai bentuk sindiran kepada Ishomuddin.Massa menuntut agar Ishomuddin juga dipecat dari jabatannya di tempatnya mengajar. Amir menyatakan, pihaknya memberi tenggat waktu 3 x 24 jam ke pihak rektorat IAIN Raden Intan untuk memenuhi tuntutan itu.Jika tidak, kami akan melakukan langkah hukum melapor ke Polda Lampung, ancam Amir, seperti dilansir Radar Lampung (grup jawa pos/pojoksatu), kemarin.Menurut Amir, ada tiga hal yang disorot dari Ishomuddin. Pertama, pemakaian gelar kiai haji (KH) yang disematkan kepada Ishomuddin.Amir mempertanyakan kapan Ishomuddin menunaikan ibadah haji. Kemudian pencantuman gelar doktor. Kalau sudah, kapan mengambil gelar doktornya? tanya dia.Terakhir, menurut Amir, Ishomuddin adalah dosen Ushul Fiqh. Namun, kiyai NU itu dinilai berani menjadi ahli tafsir.Kami juga akan membuat karangan bunga yang berisi pernyataan sikap terhadap Ishomuddin, tandas Amir",0
gemarakyat.id,"Liput Berita Penyerobotan Lahan Oleh Mafia, Wartawan ini Dianiaya Oleh Preman Dan Oknum Aparat Didepan Anak dan Istrinya.","Aksi penganiayaan yang menimpa, Adi Palapa Harahap (40) wartawan iNews TV Biro Medan, Sumatera Utara saat di rumahnya Kelurahan Mabar Hilir, Kabupaten Deliserdang, Sumatera Utara, tepatnya didepan sekolah Inpres Pelita, Kamis malam (23/3/2017) sekira pukul 21.30 WIB. Aksi tersbeut diduga melibatkan oknum aparat.Mirisnya, aksi penganiayaan tersebut dilakukan para pelaku dihadapan istri, anak, dan keluarga korban.Aku dipukuli di hadapan keluargaku. Di antara para pereman yang menyerang saya, ada juga oknum polisi bermarga Sirait dan oknum marinir. Malah aku sempat juga diancam sama polisi itu untuk membunuhku, sebut Adi Palapa pada wartawan, usai membuat laporan di Sentra Pelayanan Kepolisian Terpadu (SPKT) Polda Sumut pada Jumat 24 Maret 2017 kemarin.Kejadian itu diduga dipicu soal pemberitaan penyerobotan lahan di Jalan H. Anif Kecamatan Percut Sei Tuan oleh mafia berinisial PS dan kawan-kawannya yang diberitakan iNews TV.Akibat dari pemberitaan tersebut, sekelompok preman yang jumlahnya sebanyak 15 orang mendatangi rumah korban. Dimana di antaranya ada terduga mafia tanah berinisial PS, orang suruhan, dan pemilik gudang semen ilegal.Saat itulah Adi dipukuli 3 orang termasuk bos mafia PS dan Silaen di depan oknum polisi dan marinir (orang panggilan mafia). Mirisnya pembantain itu terjadi di hadapan istri Adi, Eka Siregar (29) dan anaknya Eki yang masih berusia 6 tahun.Baru siap makan malam aku sama istri dan anakku di rumah masih pun aku mengenakan pakaian dinas iNews TV. Tiba-tiba ada orang mengetuk pintu dan ketika pintu itu dibuka, aku langsung diserang dan disuruh mengaku telah membuat pemberitaan tersebut, pukulan dari depan dan belakang aku rasakan sampai istriku berteriak minta tolong dan memelukku baru mereka pergi, jelas Adi.Akibat penganiayaan itu, korban mengalami bengkak dibagian bibir atas, wajah, kepala dan sakit dibagian dada. Baju kerja yg dikenakan korban koyak dan kancing baju belepasan. Korban juga diancam akan dibunuh apabila tidak mengklarifikasi pemberitaan itu.",0
gemarakyat.id,"Jonru: Inul Dara Penista, Tengok Siapa Dirimu, Dulu Engkau Hanya Penyanyi Kampung!","Aktivis media sosial, Jonru Ginting, angkat bicara soal ramainya hashtag BoikotInulDaratista, yang sempat menduduki puncak trending topic, pada Ahad (26/3/2017).Dalam Fan Page Facebook miliknya, Jonru menyampaikan pernyatannya terkait sikap penyanyi dangdut Inul Daratista, yang telah menista ulama. Jonru, mengaku tahu persis siapa Inul sejak awal hingga menjadi tenar seperti sekarang. Bagaimana kisahnya? Berikut ini tulisan Jonru Ginting, yang diunggah pada Senin (27/3/2017)Inul Dara Penista Oleh: jonrugintingSedang rame-ramenya hastag boikotinuldaratista, karena artis goyang ngebor yang satu ini telah menghina ulama. Lantas orang-orang pun bikin gerakan Boikot Inul. Bahkan bisnisnya INUL VISTA pun ikut diboikot.Maaf ya teman-teman. Saya tidak ikut-ikutan memboikit INUL VISTA. Bukan karena saya mendukung Inul. Tapi karena saya emang gak pernah main ke situ. Saya tak suka datang ke tempat-tempat karoeke. Bukan bagian dari gaya hidup saya.Dan soal memboikot Inul? Duh, ngapain juga saya boikot? Selama ini pun saya sama sekali tidak pernah tertarik untuk nonton acaranya.Saya tahu persis siapa Inul itu. Dia dulu awalnya terkenal hanya gara-gara VIDEO BAJAKAN. Dia aslinya hanya seorang penyanyi dangdut kelas kampung.Manggung dari satu gang senggol ke gang senggol lain. Lalu ada yang mem-video-kannya. Lalu dia jadi terkenal ke mana-mana, karena goyang ngebornya itu (bahkan itulah awal dari banyaknya ragam goyang dangdut di televisi, seperti goyang gergaji, goyang ini goyang itu, dst).Lantas tiba-tiba dia masuk TV, lalu jadi pro kontra. Termasuk ketika itu Bang Haji Rhoma Irama ikut mengkritiknya. Lalu banyak yang membelanya, termasuk Titiek Puspa. Lalu dia jadi terkenal. Lalu dibuatkan acara TV khusus untuk Inul. Bahkan sinetronnya pun dbuat.Lalu tiba-tiba Inul jadi sangat terkenal dan kaya-raya. Dan itulah awal dari berdirinya INUL VISTA.Jadi Inul, coba tengok siapa dirimu. Engkau hanyalah orang yang kebetulan beruntung jadi orang terkenal. Engkau awalnya hanya seorang penyanyi dangdut kelas kampung yang terkenal karena video bajakan.Setelah jadi terkenal seperti sekarang, kenapa engkau jadi lupa diri, dan dengan sombongnya menghina ulama?Tidakkah Inul BELAJAR dari kasus Uus dan Ernest?Atau Inul emang pengen di-ERNEST-kan juga? Atau Inul rela jika namamu diubah jadi Inul Dara PeNISTA???27 Maret 2017 Jonru Ginting",0
detik.com,Pengakuan Ben Stiller Bawa Pengaruh Positif untuk Pemeriksaan Kanker Prostat,"Aktor kawakan Hollywood yang terkenal dengan peran komedinya, Ben Stiller, baru-baru ini menuliskan pengalamannya bergelut dengan kanker prostat. Apa pengaruhnya bagi dunia kesehatan?Stiller melalui laman Medium menuliskan pengalamannya didiagnosis kanker prostat pada tahun 2014, dan sembuh setelah melakukan operasi tiga bulan kemudian. Bukan singkatnya masa pengobatan yang menjadi perbincangan di dunia kesehatan, namun tes Prostate Specific Antigen (PSA) yang ia lakukan.Aku didiagnosis mengidap kanker prostat pada Jumat 13 Juni 2014, dan pada 17 September di tahun yang sama, hasil tes ku mengatakan aku sudah terbebas dari kanker. Tiga bulan sejak aku didiagnosis hingga mendapat kabar sembuh terasa seperti roller coaster gila, pengalaman yang juga dirasakan oleh 180.000 pria lainnya di Amerika, tulis aktor pemeran film Night at The Museum itu di laman Medium, baru-baru ini.Baca juga: Anggapan Vasektomi Dituding Picu Kanker Prostat Terbukti Tidak BenarAku termasuk orang yang sangat beruntung karena penyakit kankerku berhasil ditemukan sejak awal. Aku beruntung karena dokter internisku melakukan tes PSA yang menurut beberapa panduan tidak perlu ia lakukan, ungkapnya lagi.Ia mengatakan kontroversi terkait tes PSA sudah dibicarakan sejak beberapa tahun belakangan. Stiller menyebut beberapa lembaga seperti American Cancer Society dan US Preventive Services Task Force (USPSTF) tidak merekomendasikan tes PSA karena banyaknya kasus positif palsu yang terdeteksi.Ditambahkan Stiller, ia melakukan tes PSA setiap 6 bulan sekali selama 1,5 tahun sebelum didiagnosis mengidap kanker. Hasil tesnya menunjukkan peningkatan indeks antigen yang berujung pada pemeriksaan MRI dan biopsi.Tes PSA menyelamatkan hidupku. Jika dokterku tak melakukannya, mungkin aku tidak mengetahui aku mengidap kanker prostat hingga sudah terlambat, tambah aktor berusia 46 tahun ini.Terakhir, Stiller menganjurkan agar para pria yang sudah berusia 40 tahun melakukan skrining kanker prostat. Ia juga meminta USPSTF untuk mengubah panduan mereka terkait tes PSA dan meminta dokter untuk lebih aktif menganjurkan skrining pada pasien. Pengakuan Ben Stiller Bawa Pengaruh Positif untuk Pemeriksaan Kanker Prostat Aku tidak berada dalam kelompok risiko tinggi terserang kanker prostat, keluargaku tidak memiliki riwayat penyakit ini dan aku tidak mengalami gejala apapun. Sekali lagi, aku hanya menceritakan pengalaman pribadi, bukan tulisan ilmiah, namun aku beruntung dokterku memiliki kebijakan untuk melakukan tes PSA, urai aktor yang juga sukses membintangi film Zoolander ini.Baca juga: Hal yang Dipercaya Bisa Mengurangi Risiko Terserang Kanker ProstatPlus-Minus Tes PSAAnthony Lowe, Chief Executive Officer untuk The Prostate Cancer Foundation of Australia (PCFA) menyebut salah satu alasan mengapa tes PSA tidak dijadikan standar utama pemeriksaan kanker prostat adalah kecenderungan tes untuk menghasilkan kasus positif palsu. Dalam artian, pasien sebenarnya tidak mengalami kanker prostat namun tetap dilakukan pengobatan yang bisa saja tidak bermanfaat sama sekali.Hal ini menyebabkan banyak pasien menuntut balik dokter karena memberikan pengobatan yang tidak dibutuhkan. Tidak konsistennya hasil inilah yang membuat para dokter urologi akhirnya tidak menggunakan tes PSA sebagai acuan utama.Meski begitu, ia memberiakan apresiasi pada Stiller yang mau mengakui mengidap kanker prostat. Pengakuan Stiller memiliki pengaruh positif bagi deteksi dini penyakit yang rentan menyerang pria dewasa ini.Perdebatan soal kekurangan maupun manfaat tes PSA masih berlanjut. Tetapi ribuan pria masih melakukan tes ini tiap 6 bulan karena memang tes inilah yang bisa menentukan adanya biomarker kanker prostat, tutur Lowe, dikutip dari ABC Australia.Cancer Council Australia dalam panduannya memang sudah menyarankan pria untuk melakukan tes PSA jika sudah berusia di atas 50 tahun. Meski begitu, pria yang sudah berusia di atas 40 tahun boleh melakukannya dengan petunjuk dokter.Namun harus diingat, tes PSA tidak menentukan seseorang memiliki kanker prostat atau tidak. Yang dilakukan tes PSA hanyalah menemukan adanya tumor dalam prostat yang belum tentu juga merupakan kanker.Harus diperhatikan tes PSA bisa mengeluarkan kasus positif palsu maupun negatif palsu. Konsultasi dengan dokter ahli urologi sangat disarankan setelah melakukan tes PSA untuk menentukan langkah selanjutnya, demikian tulis CCA.Baca juga: Frekuensi Bercinta Bisa Tingkatkan Risiko Kanker Prostat? Ini Kata Dokter(mrs/vit)",1
gemarakyat.id,"Bingung dengan Konsep Ketuhanan Yesus, Perempuan Nasrani Ini Akhirnya Masuk Islam","Alhamdulillah,Baru saja selesai bersyahadat Ayunda Intan Ariani (mantan nasrani) bersama bersama team Mualaf Center Darussalam, syahadat dibimbing Ustadz Deden Masykur Farid disaksikan pembina mualaf akhwat Lisze Dewi Purnamawati dan team di Masjid Darussalam Kota WisataHidayah Allah berawal dari pernyataan Paus Fransiskus,Yesus bukan tuhan, Yesus adalah guru dan pemimpin saya. Tetapi Tuhan, Bapa, adalah cahaya dan Sang Pencipta. Itulah yang saya yakini pernyataan ini yang menyadarkannya bahwa Yesus bukan tuhan Dalam wawancara dengan harian terbitan Italia, La Repubblica.Kemudian Ayunda semakin mempelajari bible dan Alquran, sampai akhirnya merenungkan kalamullah dalam Alquran Dan mereka berkata: Tuhan Yang Maha Pemurah mengambil (mempunyai) anak. Sesungguhnya kamu telah mendatangkan sesuatu perkara yang sangat mungkar, hampir-hampir langit pecah karena ucapan itu, dan bumi belah, dan gunung-gunung runtuh, karena mereka mendakwakan Allah Yang Maha Pemurah mempunyai anak. Dan tidak layak bagi Tuhan Yang Maha Pemurah mengambil (mempunyai) anak. (QS. Maryam 88 92) Tidak ada seorangpun di langit dan di bumi, kecuali akan datang kepada Tuhan Yang Maha Pemurah selaku seorang hamba. (QS. Maryam 93)Kita doakan semua mualaf dijaga Allah senantiasa istiqomah dan kaffah..Segala puji hanya bagi Allah pemilik segala kebenaran, hidayah dan taufiq. Semoga bermanfaat dan menjadi asbab hidayah bagi lainnya.Sekiranya ada yang ingin berkonsultasi dan bersyahadat, saat ini kami sedang itiqaf di Masjid Daarut Tauhiid Bandung silakan bertemu kami.. Hanny Kristianto (Bukan Ustadz)",0
gemarakyat.id,"Jokowi dan Ganjar Dinilai tidak Peduli Wong Cilik, Mahasiswa Solo: Omongane Mencla Mencle!","Aliansi Mahasiwa Solo Raya melakukan aksi solidaritas untuk petani Kendeng, Pati, Jawa Tengah di Bundaran Kartosuro, Sukoharjo-Solo, Kamis (23/3/2017).Ratusan Mahasiswa yang tergabung dari berbagai Universitas dan Sekolah Tinggi di Solo Raya itu, menunjukkan simpati pada petani Kendeng dengan membawa keranda dan peti mati. Hal ini sebagai simbol matinya perasaan Presiden Jokowi dan Gubernur Jateng, Ganjar Pranowo.Kita melihat pemerintah tidak peduli dengan wong cilik. Ganjar sudah mengetahui bahwa pabrik Semen menyalahi aturan, tetapi tetap dilakukan, mereka mengingkari hasil keputusan. Rakyat semakin menderita kekurangan air, air sawahnya habis, apa kita mau seperti ini kawan? teriak orator di atas mobil.Ganjar gubernur lamis, Ganjar gubernur lamis, omongane mencla-mencle. Kendeng lestari, hidup mahasiswa, hidup petani! imbuhnya.Oktanama Putra, selaku Korlap aksi mahasiswa mengatakan ada tiga tuntutan kepada pemerintah Jokowi dan Gubernur Ganjar Pranowo. Selain merehabilitasi warga Kendeng yang banyak menjadi korban pembangunan pabrik semen, mereka juga meminta Surat Keputusan (SK) Gubernur No 660/1/6tahun 2017 dicabut.Kita hanya aksi solidaritas, tuntutannya yang pertama jelas mendesak Presiden Jokowi mencabut SK yang diterbitkan oleh pak Ganjar Pranowo. Yang kedua menolak apapun pertambangan terutama pabrik semen yang ada di Kendeng. Karena kendeng adalah hutan lindung, warga sana banyak yang menjadi korban dampak pembangunan pabrik semen, ujar mahasiswa Universitas Muhamaddiyah Surakarta (UMS) itu.Aksi yang digelar selepas guyuran hujan itu, juga diwarnai dengan teatrikal ganasnya perilaku korporat yang semena-mena terhadap petani di Indonesia.Dalam teatrikal itu, empat orang memakai penutup bekas karung semen berkelahi, namun tak mampu melawan satu orang korporat. Mereka terbunuh di tangan korporat dan tak ada upaya pertolongan pemerintah, hingga simbol pertanian yakni orang-orangan sawah dibakar.Meski sempat terjadi aksi saling dorong dengan polisi, namun mahasiswa tidak terpancing dengan provokasi. Peserta aksi hanya ingin menggelar shalat Ghoib, sebagai wujud keprihatinan terhadap mendiang Ibu Padmi yang meninggal karena kelelahan dalam aksi demo di depan Istana Negara sejak 13 Maret 2017.Sayangnya, Presiden Jokowi tidak menggubris, meski puluhan petani Kendeng melakukan aksi semen kaki hingga sampai hari ke sepuluh. Perjuangan keras petani Kendeng belum membuahkan hasil, keadilan bagi rakyat kecil nampaknya akan semakin sulit didapat. Hal itulah yang membuat Mahasiwa Solo Raya perlu turun ke jalan membela hak-hak wong cilik.",0
